,Unnamed: 0,Unnamed: 0.1,Roll,Sem,SubCode,Credit,Grade,Sub_Type
2575,2575,2575,0401EE10,5,EE350,6,AB,CORE
2576,2576,2576,0401EE10,5,EE370,6,AB,CORE
2577,2577,2577,0401EE10,5,EE371,3,AB,CORE
2578,2578,2578,0401EE10,5,EE380,6,AB,CORE
2579,2579,2579,0401EE10,6,EE304,4,AB,CORE
2580,2580,2580,0401EE10,6,EE321,3,AB,CORE
2581,2581,2581,0401EE10,6,EE322,6,AB,CORE
2582,2582,2582,0401EE10,6,EE340,6,AB,CORE
2583,2583,2583,0401EE10,6,EE351,6,AB,CORE
2584,2584,2584,0401EE10,6,EE360,6,AB,CORE
2585,2585,2585,0401EE10,6,EE361,3,AB,CORE
2586,2586,2586,0401EE10,6,HS331,6,AA,HS Elective
2587,2587,2587,0401EE10,7,EE400,2,AA,CORE
2588,2588,2588,0401EE10,7,EE430,6,AA,DEPARTMENTAL ELECTIVE - I
2589,2589,2589,0401EE10,7,EE480,6,AB,CORE
2590,2590,2590,0401EE10,7,EE481,6,AB,CORE
2591,2591,2591,0401EE10,7,EE482,3,AA,CORE
2592,2592,2592,0401EE10,7,EE490,6,AA,DEPARTMENTAL ELECTIVE - II
2593,2593,2593,0401EE10,7,EE498,10,AB,CORE
2594,2594,2594,0401EE10,7,PH401,6,AA,OPEN ELECTIVE - I
2595,2595,2595,0401EE10,8,EE483,6,AB,Departmental Elective - III
2596,2596,2596,0401EE10,8,EE491,6,AA,Departmental Elective - IV
2597,2597,2597,0401EE10,8,EE499,14,BB,CORE
2598,2598,2598,0401EE10,8,HS441,6,AA,HSS Elective
2599,2599,2599,0401EE10,8,PH403,6,AB,Open Elective - II
2600,2600,2600,0401EE11,1,CH101,8,AA,CORE
2601,2601,2601,0401EE11,1,CH110,3,AA,CORE
2602,2602,2602,0401EE11,1,EE101,8,BC,CORE
2603,2603,2603,0401EE11,1,HS101,6,BB,CORE
2604,2604,2604,0401EE11,1,MA101,8,AB,CORE
2605,2605,2605,0401EE11,1,ME111,7,AB,CORE
2606,2606,2606,0401EE11,1,PH101,6,AB,CORE
2607,2607,2607,0401EE11,1,PH110,3,AA,CORE
2608,2608,2608,0401EE11,2,CH102,6,AB,CORE
2609,2609,2609,0401EE11,2,CS101,6,BC,CORE
2610,2610,2610,0401EE11,2,CS110,3,BC,CORE
2611,2611,2611,0401EE11,2,EE102,4,AB,CORE
2612,2612,2612,0401EE11,2,MA102,8,BC,CORE
2613,2613,2613,0401EE11,2,ME101,8,BC,CORE
2614,2614,2614,0401EE11,2,ME110,3,AA,CORE
2615,2615,2615,0401EE11,2,PH102,6,AB,CORE
2616,2616,2616,0401EE11,3,CS201,9,AB,CORE
2617,2617,2617,0401EE11,3,EE200,6,AB,CORE
2618,2618,2618,0401EE11,3,EE201,6,BB,CORE
2619,2619,2619,0401EE11,3,EE202,3,BC,CORE
2620,2620,2620,0401EE11,3,EE220,8,BB,CORE
2621,2621,2621,0401EE11,3,HS201,6,BB,HS Elective
2622,2622,2622,0401EE11,3,MA201,8,AB,CORE
2623,2623,2623,0401EE11,4,EE203,6,AB,CORE
2624,2624,2624,0401EE11,4,EE204,3,AA,CORE
2625,2625,2625,0401EE11,4,EE230,8,BB,CORE
2626,2626,2626,0401EE11,4,EE280,6,BC,CORE
2627,2627,2627,0401EE11,4,EE281,3,BB,CORE
2628,2628,2628,0401EE11,4,HS202,6,AB,HS ELECTIVE
2629,2629,2629,0401EE11,4,MA225,8,AA,CORE
2630,2630,2630,0401EE11,4,MA251,6,AA,Elective-Sc.
2631,2631,2631,0401EE11,5,EE310,6,BB,CORE
2632,2632,2632,0401EE11,5,EE311,3,AB,CORE
2633,2633,2633,0401EE11,5,EE320,6,AA,CORE
2634,2634,2634,0401EE11,5,EE331,3,AB,CORE
2635,2635,2635,0401EE11,5,EE350,6,AA,CORE
2636,2636,2636,0401EE11,5,EE370,6,CC,CORE
2637,2637,2637,0401EE11,5,EE371,3,AB,CORE
2638,2638,2638,0401EE11,5,EE380,6,AB,CORE
2639,2639,2639,0401EE11,6,EE304,4,AA,CORE
2640,2640,2640,0401EE11,6,EE321,3,AB,CORE
2641,2641,2641,0401EE11,6,EE322,6,AB,CORE
2642,2642,2642,0401EE11,6,EE340,6,BB,CORE
2643,2643,2643,0401EE11,6,EE351,6,BB,CORE
2644,2644,2644,0401EE11,6,EE360,6,BB,CORE
2645,2645,2645,0401EE11,6,EE361,3,AB,CORE
2646,2646,2646,0401EE11,6,HS331,6,BC,HS Elective
2647,2647,2647,0401EE11,7,EE400,2,AA,CORE
2648,2648,2648,0401EE11,7,EE430,6,AB,DEPARTMENTAL ELECTIVE - I
2649,2649,2649,0401EE11,7,EE480,6,BB,CORE
2650,2650,2650,0401EE11,7,EE481,6,BC,CORE
2651,2651,2651,0401EE11,7,EE482,3,BB,CORE
2652,2652,2652,0401EE11,7,EE490,6,AA,DEPARTMENTAL ELECTIVE - II
2653,2653,2653,0401EE11,7,EE498,10,BB,CORE
2654,2654,2654,0401EE11,7,PH402,6,AB,OPEN ELECTIVE - I
2655,2655,2655,0401EE11,8,EE483,6,BC,Departmental Elective - III
2656,2656,2656,0401EE11,8,EE491,6,BB,Departmental Elective - IV
2657,2657,2657,0401EE11,8,EE499,14,BB,CORE
2658,2658,2658,0401EE11,8,HS441,6,BC,HSS Elective
2659,2659,2659,0401EE11,8,MA412,6,BB,Open Elective - II
2660,2660,2660,0401EE12,1,CH101,8,CC,CORE
2661,2661,2661,0401EE12,1,CH110,3,BC,CORE
2662,2662,2662,0401EE12,1,EE101,8,CC,CORE
2663,2663,2663,0401EE12,1,HS101,6,BB,CORE
2664,2664,2664,0401EE12,1,MA101,8,DD,CORE
2665,2665,2665,0401EE12,1,ME111,7,AA,CORE
2666,2666,2666,0401EE12,1,PH101,6,DD,CORE
2667,2667,2667,0401EE12,1,PH110,3,AB,CORE
2668,2668,2668,0401EE12,2,CH102,6,CD,CORE
2669,2669,2669,0401EE12,2,CS101,6,DD,CORE
2670,2670,2670,0401EE12,2,CS110,3,CC,CORE
2671,2671,2671,0401EE12,2,EE102,4,AB,CORE
2672,2672,2672,0401EE12,2,MA102,8,DD,CORE
2673,2673,2673,0401EE12,2,ME101,8,CC,CORE
2674,2674,2674,0401EE12,2,ME110,3,AA,CORE
2675,2675,2675,0401EE12,2,PH102,6,DD,CORE
2676,2676,2676,0401EE12,3,CS201,9,CD,CORE
2677,2677,2677,0401EE12,3,EE200,6,BC,CORE
2678,2678,2678,0401EE12,3,EE201,6,CC,CORE
2679,2679,2679,0401EE12,3,EE202,3,BB,CORE
2680,2680,2680,0401EE12,3,EE220,8,CC,CORE
2681,2681,2681,0401EE12,3,HS201,6,BC,HS Elective
2682,2682,2682,0401EE12,3,MA201,8,DD,CORE
2683,2683,2683,0401EE12,4,EE203,6,BC,CORE
2684,2684,2684,0401EE12,4,EE204,3,BC,CORE
2685,2685,2685,0401EE12,4,EE230,8,BC,CORE
2686,2686,2686,0401EE12,4,EE280,6,CD,CORE
2687,2687,2687,0401EE12,4,EE281,3,BB,CORE
2688,2688,2688,0401EE12,4,HS211,6,BC,HS ELECTIVE
2689,2689,2689,0401EE12,4,MA225,8,CC,CORE
2690,2690,2690,0401EE12,4,MA251,6,CD,Elective-Sc.
2691,2691,2691,0401EE12,5,EE310,6,CC,CORE
2692,2692,2692,0401EE12,5,EE311,3,BB,CORE
2693,2693,2693,0401EE12,5,EE320,6,CC,CORE
2694,2694,2694,0401EE12,5,EE331,3,BB,CORE
2695,2695,2695,0401EE12,5,EE350,6,CD,CORE
2696,2696,2696,0401EE12,5,EE370,6,CD,CORE
2697,2697,2697,0401EE12,5,EE371,3,AB,CORE
2698,2698,2698,0401EE12,5,EE380,6,BC,CORE
2699,2699,2699,0401EE12,6,EE304,4,BC,CORE
2700,2700,2700,0401EE12,6,EE321,3,BB,CORE
2701,2701,2701,0401EE12,6,EE322,6,CC,CORE
2702,2702,2702,0401EE12,6,EE340,6,CC,CORE
2703,2703,2703,0401EE12,6,EE351,6,DD,CORE
2704,2704,2704,0401EE12,6,EE360,6,CC,CORE
2705,2705,2705,0401EE12,6,EE361,3,CC,CORE
2706,2706,2706,0401EE12,6,HS331,6,CC,HS Elective
2707,2707,2707,0401EE12,7,EE400,2,BC,CORE
2708,2708,2708,0401EE12,7,EE430,6,CD,DEPARTMENTAL ELECTIVE - I
2709,2709,2709,0401EE12,7,EE480,6,CD,CORE
2710,2710,2710,0401EE12,7,EE481,6,CC,CORE
2711,2711,2711,0401EE12,7,EE482,3,BC,CORE
2712,2712,2712,0401EE12,7,EE490,6,CC,DEPARTMENTAL ELECTIVE - II
2713,2713,2713,0401EE12,7,EE498,10,AB,CORE
2714,2714,2714,0401EE12,7,PH402,6,BB,OPEN ELECTIVE - I
2715,2715,2715,0401EE12,8,EE483,6,CC,Departmental Elective - III
2716,2716,2716,0401EE12,8,EE491,6,BC,Departmental Elective - IV
2717,2717,2717,0401EE12,8,EE499,14,CC,CORE
2718,2718,2718,0401EE12,8,HS441,6,BC,HSS Elective
2719,2719,2719,0401EE12,8,PH403,6,BB,Open Elective - II
2720,2720,2720,0401EE13,1,CH101,8,CC,CORE
2721,2721,2721,0401EE13,1,CH110,3,BC,CORE
2722,2722,2722,0401EE13,1,EE101,8,CC,CORE
2723,2723,2723,0401EE13,1,HS101,6,BB,CORE
2724,2724,2724,0401EE13,1,MA101,8,BC,CORE
2725,2725,2725,0401EE13,1,ME111,7,BB,CORE
2726,2726,2726,0401EE13,1,PH101,6,CD,CORE
2727,2727,2727,0401EE13,1,PH110,3,AB,CORE
2728,2728,2728,0401EE13,2,CH102,6,CD,CORE
2729,2729,2729,0401EE13,2,CS101,6,CD,CORE
2730,2730,2730,0401EE13,2,CS110,3,BC,CORE
2731,2731,2731,0401EE13,2,EE102,4,BC,CORE
2732,2732,2732,0401EE13,2,MA102,8,BC,CORE
2733,2733,2733,0401EE13,2,ME101,8,CC,CORE
2734,2734,2734,0401EE13,2,ME110,3,BB,CORE
2735,2735,2735,0401EE13,2,PH102,6,CD,CORE
2736,2736,2736,0401EE13,3,CS201,9,CC,CORE
2737,2737,2737,0401EE13,3,EE200,6,BB,CORE
2738,2738,2738,0401EE13,3,EE201,6,CC,CORE
2739,2739,2739,0401EE13,3,EE202,3,BC,CORE
2740,2740,2740,0401EE13,3,EE220,8,BC,CORE
2741,2741,2741,0401EE13,3,HS201,6,CC,HS Elective
2742,2742,2742,0401EE13,3,MA201,8,BC,CORE
2743,2743,2743,0401EE13,4,EE203,6,AB,CORE
2744,2744,2744,0401EE13,4,EE204,3,BB,CORE
2745,2745,2745,0401EE13,4,EE230,8,BB,CORE
2746,2746,2746,0401EE13,4,EE280,6,CD,CORE
2747,2747,2747,0401EE13,4,EE281,3,BC,CORE
2748,2748,2748,0401EE13,4,HS211,6,BC,HS ELECTIVE
2749,2749,2749,0401EE13,4,MA225,8,BC,CORE
2750,2750,2750,0401EE13,4,MA251,6,BC,Elective-Sc.
2751,2751,2751,0401EE13,5,EE310,6,BC,CORE
2752,2752,2752,0401EE13,5,EE311,3,BC,CORE
2753,2753,2753,0401EE13,5,EE320,6,BB,CORE
2754,2754,2754,0401EE13,5,EE331,3,BB,CORE
2755,2755,2755,0401EE13,5,EE350,6,CC,CORE
2756,2756,2756,0401EE13,5,EE370,6,BC,CORE
2757,2757,2757,0401EE13,5,EE371,3,AB,CORE
2758,2758,2758,0401EE13,5,EE380,6,BC,CORE
2759,2759,2759,0401EE13,6,EE304,4,AB,CORE
2760,2760,2760,0401EE13,6,EE321,3,AB,CORE
2761,2761,2761,0401EE13,6,EE322,6,BC,CORE
2762,2762,2762,0401EE13,6,EE340,6,BB,CORE
2763,2763,2763,0401EE13,6,EE351,6,BC,CORE
2764,2764,2764,0401EE13,6,EE360,6,BC,CORE
2765,2765,2765,0401EE13,6,EE361,3,BC,CORE
2766,2766,2766,0401EE13,6,HS331,6,BC,HS Elective
2767,2767,2767,0401EE13,7,EE400,2,BC,CORE
2768,2768,2768,0401EE13,7,EE430,6,BB,DEPARTMENTAL ELECTIVE - I
2769,2769,2769,0401EE13,7,EE480,6,BC,CORE
2770,2770,2770,0401EE13,7,EE481,6,CC,CORE
2771,2771,2771,0401EE13,7,EE482,3,BC,CORE
2772,2772,2772,0401EE13,7,EE490,6,BB,DEPARTMENTAL ELECTIVE - II
2773,2773,2773,0401EE13,7,EE498,10,BB,CORE
2774,2774,2774,0401EE13,7,PH402,6,AB,OPEN ELECTIVE - I
2775,2775,2775,0401EE13,8,EE483,6,BC,Departmental Elective - III
2776,2776,2776,0401EE13,8,EE491,6,BC,Departmental Elective - IV
2777,2777,2777,0401EE13,8,EE499,14,AB,CORE
2778,2778,2778,0401EE13,8,HS441,6,BB,HSS Elective
2779,2779,2779,0401EE13,8,PH403,6,BB,Open Elective - II
2780,2780,2780,0401EE14,1,CH101,8,BC,CORE
2781,2781,2781,0401EE14,1,CH110,3,AB,CORE
2782,2782,2782,0401EE14,1,EE101,8,CC,CORE
2783,2783,2783,0401EE14,1,HS101,6,AB,CORE
2784,2784,2784,0401EE14,1,MA101,8,CC,CORE
2785,2785,2785,0401EE14,1,ME111,7,AB,CORE
2786,2786,2786,0401EE14,1,PH101,6,BC,CORE
2787,2787,2787,0401EE14,1,PH110,3,AA,CORE
2788,2788,2788,0401EE14,2,CH102,6,BB,CORE
2789,2789,2789,0401EE14,2,CS101,6,CC,CORE
2790,2790,2790,0401EE14,2,CS110,3,BC,CORE
2791,2791,2791,0401EE14,2,EE102,4,AB,CORE
2792,2792,2792,0401EE14,2,MA102,8,CC,CORE
2793,2793,2793,0401EE14,2,ME101,8,BB,CORE
2794,2794,2794,0401EE14,2,ME110,3,AA,CORE
2795,2795,2795,0401EE14,2,PH102,6,CC,CORE
2796,2796,2796,0401EE14,3,CS201,9,BB,CORE
2797,2797,2797,0401EE14,3,EE200,6,BB,CORE
2798,2798,2798,0401EE14,3,EE201,6,BC,CORE
2799,2799,2799,0401EE14,3,EE202,3,AA,CORE
2800,2800,2800,0401EE14,3,EE220,8,BC,CORE
2801,2801,2801,0401EE14,3,HS201,6,BB,HS Elective
2802,2802,2802,0401EE14,3,MA201,8,BC,CORE
2803,2803,2803,0401EE14,4,EE203,6,BB,CORE
2804,2804,2804,0401EE14,4,EE204,3,AB,CORE
2805,2805,2805,0401EE14,4,EE230,8,AB,CORE
2806,2806,2806,0401EE14,4,EE280,6,CC,CORE
2807,2807,2807,0401EE14,4,EE281,3,AB,CORE
2808,2808,2808,0401EE14,4,HS202,6,BC,HS ELECTIVE
2809,2809,2809,0401EE14,4,MA225,8,BC,CORE
2810,2810,2810,0401EE14,4,MA251,6,BB,Elective-Sc.
2811,2811,2811,0401EE14,5,EE310,6,AA,CORE
2812,2812,2812,0401EE14,5,EE311,3,AB,CORE
2813,2813,2813,0401EE14,5,EE320,6,AB,CORE
2814,2814,2814,0401EE14,5,EE331,3,BB,CORE
2815,2815,2815,0401EE14,5,EE350,6,BB,CORE
2816,2816,2816,0401EE14,5,EE370,6,BC,CORE
2817,2817,2817,0401EE14,5,EE371,3,AA,CORE
2818,2818,2818,0401EE14,5,EE380,6,BB,CORE
2819,2819,2819,0401EE14,6,EE304,4,AA,CORE
2820,2820,2820,0401EE14,6,EE321,3,AB,CORE
2821,2821,2821,0401EE14,6,EE322,6,BC,CORE
2822,2822,2822,0401EE14,6,EE340,6,AB,CORE
2823,2823,2823,0401EE14,6,EE351,6,BC,CORE
2824,2824,2824,0401EE14,6,EE360,6,AB,CORE
2825,2825,2825,0401EE14,6,EE361,3,AB,CORE
2826,2826,2826,0401EE14,6,HS331,6,BB,HS Elective
2827,2827,2827,0401EE14,7,EE400,2,BB,CORE
2828,2828,2828,0401EE14,7,EE430,6,AB,DEPARTMENTAL ELECTIVE - I
2829,2829,2829,0401EE14,7,EE480,6,CC,CORE
2830,2830,2830,0401EE14,7,EE481,6,BB,CORE
2831,2831,2831,0401EE14,7,EE482,3,AB,CORE
2832,2832,2832,0401EE14,7,EE490,6,BB,DEPARTMENTAL ELECTIVE - II
2833,2833,2833,0401EE14,7,EE498,10,AB,CORE
2834,2834,2834,0401EE14,7,PH402,6,AB,OPEN ELECTIVE - I
2835,2835,2835,0401EE14,8,EE483,6,AB,Departmental Elective - III
2836,2836,2836,0401EE14,8,EE491,6,BB,Departmental Elective - IV
2837,2837,2837,0401EE14,8,EE499,14,BB,CORE
2838,2838,2838,0401EE14,8,HS441,6,BB,HSS Elective
2839,2839,2839,0401EE14,8,PH403,6,AB,Open Elective - II
2840,2840,2840,0401EE15,1,CH101,8,CC,CORE
2841,2841,2841,0401EE15,1,CH110,3,BC,CORE
2842,2842,2842,0401EE15,1,EE101,8,CD,CORE
2843,2843,2843,0401EE15,1,HS101,6,AB,CORE
2844,2844,2844,0401EE15,1,MA101,8,DD,CORE
2845,2845,2845,0401EE15,1,ME111,7,CC,CORE
2846,2846,2846,0401EE15,1,PH101,6,CC,CORE
2847,2847,2847,0401EE15,1,PH110,3,AB,CORE
2848,2848,2848,0401EE15,2,CH102,6,DD,CORE
2849,2849,2849,0401EE15,2,CS101,6,DD,CORE
2850,2850,2850,0401EE15,2,CS110,3,CD,CORE
2851,2851,2851,0401EE15,2,EE102,4,BC,CORE
2852,2852,2852,0401EE15,2,MA102,8,CC,CORE
2853,2853,2853,0401EE15,2,ME101,8,DD,CORE
2854,2854,2854,0401EE15,2,ME110,3,BB,CORE
2855,2855,2855,0401EE15,2,PH102,6,DD,CORE
2856,2856,2856,0401EE15,3,CS201,9,DD,CORE
2857,2857,2857,0401EE15,3,EE200,6,CC,CORE
2858,2858,2858,0401EE15,3,EE201,6,DD,CORE
2859,2859,2859,0401EE15,3,EE202,3,BB,CORE
2860,2860,2860,0401EE15,3,EE220,8,CD,CORE
2861,2861,2861,0401EE15,3,HS201,6,DD,HS Elective
2862,2862,2862,0401EE15,3,MA201,8,CC,CORE
2863,2863,2863,0401EE15,4,EE203,6,CC,CORE
2864,2864,2864,0401EE15,4,EE204,3,AB,CORE
2865,2865,2865,0401EE15,4,EE230,8,CC,CORE
2866,2866,2866,0401EE15,4,EE280,6,DD,CORE
2867,2867,2867,0401EE15,4,EE281,3,CD,CORE
2868,2868,2868,0401EE15,4,HS202,6,DD,HS ELECTIVE
2869,2869,2869,0401EE15,4,MA225,8,CD,CORE
2870,2870,2870,0401EE15,4,MA251,6,DD,Elective-Sc.
2871,2871,2871,0401EE15,5,EE310,6,CD,CORE
2872,2872,2872,0401EE15,5,EE311,3,CD,CORE
2873,2873,2873,0401EE15,5,EE320,6,CD,CORE
2874,2874,2874,0401EE15,5,EE331,3,BC,CORE
2875,2875,2875,0401EE15,5,EE350,6,CD,CORE
2876,2876,2876,0401EE15,5,EE370,6,CD,CORE
2877,2877,2877,0401EE15,5,EE371,3,BB,CORE
2878,2878,2878,0401EE15,5,EE380,6,CC,CORE
2879,2879,2879,0401EE15,6,EE304,4,AA,CORE
2880,2880,2880,0401EE15,6,EE321,3,BB,CORE
2881,2881,2881,0401EE15,6,EE322,6,BC,CORE
2882,2882,2882,0401EE15,6,EE340,6,DD,CORE
2883,2883,2883,0401EE15,6,EE351,6,DD,CORE
2884,2884,2884,0401EE15,6,EE360,6,DD,CORE
2885,2885,2885,0401EE15,6,EE361,3,CC,CORE
2886,2886,2886,0401EE15,6,HS331,6,DD,HS Elective
2887,2887,2887,0401EE15,7,EE400,2,BC,CORE
2888,2888,2888,0401EE15,7,EE430,6,CD,DEPARTMENTAL ELECTIVE - I
2889,2889,2889,0401EE15,7,EE480,6,CC,CORE
2890,2890,2890,0401EE15,7,EE481,6,CD,CORE
2891,2891,2891,0401EE15,7,EE482,3,BC,CORE
2892,2892,2892,0401EE15,7,EE490,6,CD,DEPARTMENTAL ELECTIVE - II
2893,2893,2893,0401EE15,7,EE498,10,BC,CORE
2894,2894,2894,0401EE15,7,MA410,6,CC,OPEN ELECTIVE - I
2895,2895,2895,0401EE15,8,EE483,6,CC,Departmental Elective - III
2896,2896,2896,0401EE15,8,EE491,6,CC,Departmental Elective - IV
2897,2897,2897,0401EE15,8,EE499,14,CC,CORE
2898,2898,2898,0401EE15,8,HS441,6,DD,HSS Elective
2899,2899,2899,0401EE15,8,MA412,6,CD,Open Elective - II
2900,2900,2900,0401EE16,1,CH101,8,CC,CORE
2901,2901,2901,0401EE16,1,CH110,3,BB,CORE
2902,2902,2902,0401EE16,1,EE101,8,CC,CORE
2903,2903,2903,0401EE16,1,HS101,6,CC,CORE
2904,2904,2904,0401EE16,1,MA101,8,CD,CORE
2905,2905,2905,0401EE16,1,ME111,7,BC,CORE
2906,2906,2906,0401EE16,1,PH101,6,DD,CORE
2907,2907,2907,0401EE16,1,PH110,3,AB,CORE
2908,2908,2908,0401EE16,2,CH102,6,CD,CORE
2909,2909,2909,0401EE16,2,CS101,6,CD,CORE
2910,2910,2910,0401EE16,2,CS110,3,CC,CORE
2911,2911,2911,0401EE16,2,EE102,4,CC,CORE
2912,2912,2912,0401EE16,2,MA102,8,DD,CORE
2913,2913,2913,0401EE16,2,ME101,8,DD,CORE
2914,2914,2914,0401EE16,2,ME110,3,BB,CORE
2915,2915,2915,0401EE16,2,PH102,6,DD,CORE
2916,2916,2916,0401EE16,3,CS201,9,BC,CORE
2917,2917,2917,0401EE16,3,EE200,6,BB,CORE
2918,2918,2918,0401EE16,3,EE201,6,BC,CORE
2919,2919,2919,0401EE16,3,EE202,3,BB,CORE
2920,2920,2920,0401EE16,3,EE220,8,CC,CORE
2921,2921,2921,0401EE16,3,HS201,6,BC,HS Elective
2922,2922,2922,0401EE16,3,MA201,8,CC,CORE
2923,2923,2923,0401EE16,4,EE203,6,BB,CORE
2924,2924,2924,0401EE16,4,EE204,3,BB,CORE
2925,2925,2925,0401EE16,4,EE230,8,BB,CORE
2926,2926,2926,0401EE16,4,EE280,6,DD,CORE
2927,2927,2927,0401EE16,4,EE281,3,BC,CORE
2928,2928,2928,0401EE16,4,HS211,6,BC,HS ELECTIVE
2929,2929,2929,0401EE16,4,MA225,8,CC,CORE
2930,2930,2930,0401EE16,4,MA251,6,CC,Elective-Sc.
2931,2931,2931,0401EE16,5,EE310,6,BB,CORE
2932,2932,2932,0401EE16,5,EE311,3,BB,CORE
2933,2933,2933,0401EE16,5,EE320,6,BC,CORE
2934,2934,2934,0401EE16,5,EE331,3,BB,CORE
2935,2935,2935,0401EE16,5,EE350,6,BC,CORE
2936,2936,2936,0401EE16,5,EE370,6,CC,CORE
2937,2937,2937,0401EE16,5,EE371,3,AA,CORE
2938,2938,2938,0401EE16,5,EE380,6,BC,CORE
2939,2939,2939,0401EE16,6,EE304,4,AA,CORE
2940,2940,2940,0401EE16,6,EE321,3,AB,CORE
2941,2941,2941,0401EE16,6,EE322,6,BC,CORE
2942,2942,2942,0401EE16,6,EE340,6,CD,CORE
2943,2943,2943,0401EE16,6,EE351,6,CC,CORE
2944,2944,2944,0401EE16,6,EE360,6,BC,CORE
2945,2945,2945,0401EE16,6,EE361,3,BC,CORE
2946,2946,2946,0401EE16,6,HS331,6,BC,HS Elective
2947,2947,2947,0401EE16,7,EE400,2,BC,CORE
2948,2948,2948,0401EE16,7,EE430,6,BC,DEPARTMENTAL ELECTIVE - I
2949,2949,2949,0401EE16,7,EE480,6,CC,CORE
2950,2950,2950,0401EE16,7,EE481,6,BC,CORE
2951,2951,2951,0401EE16,7,EE482,3,BB,CORE
2952,2952,2952,0401EE16,7,EE490,6,BB,DEPARTMENTAL ELECTIVE - II
2953,2953,2953,0401EE16,7,EE498,10,AB,CORE
2954,2954,2954,0401EE16,7,PH402,6,BC,OPEN ELECTIVE - I
2955,2955,2955,0401EE16,8,EE483,6,BC,Departmental Elective - III
2956,2956,2956,0401EE16,8,EE491,6,AB,Departmental Elective - IV
2957,2957,2957,0401EE16,8,EE499,14,AB,CORE
2958,2958,2958,0401EE16,8,HS441,6,BC,HSS Elective
2959,2959,2959,0401EE16,8,PH403,6,BB,Open Elective - II
2960,2960,2960,0401EE17,1,CH101,8,BC,CORE
2961,2961,2961,0401EE17,1,CH110,3,AA,CORE
2962,2962,2962,0401EE17,1,EE101,8,CC,CORE
2963,2963,2963,0401EE17,1,HS101,6,BC,CORE
2964,2964,2964,0401EE17,1,MA101,8,BC,CORE
2965,2965,2965,0401EE17,1,ME111,7,CC,CORE
2966,2966,2966,0401EE17,1,PH101,6,CC,CORE
2967,2967,2967,0401EE17,1,PH110,3,AB,CORE
2968,2968,2968,0401EE17,2,CH102,6,CC,CORE
2969,2969,2969,0401EE17,2,CS101,6,BC,CORE
2970,2970,2970,0401EE17,2,CS110,3,BC,CORE
2971,2971,2971,0401EE17,2,EE102,4,BC,CORE
2972,2972,2972,0401EE17,2,MA102,8,BC,CORE
2973,2973,2973,0401EE17,2,ME101,8,CC,CORE
2974,2974,2974,0401EE17,2,ME110,3,AA,CORE
2975,2975,2975,0401EE17,2,PH102,6,CC,CORE
2976,2976,2976,0401EE17,3,CS201,9,BB,CORE
2977,2977,2977,0401EE17,3,EE200,6,AB,CORE
2978,2978,2978,0401EE17,3,EE201,6,AA,CORE
2979,2979,2979,0401EE17,3,EE202,3,AA,CORE
2980,2980,2980,0401EE17,3,EE220,8,BB,CORE
2981,2981,2981,0401EE17,3,HS201,6,BB,HS Elective
2982,2982,2982,0401EE17,3,MA201,8,BC,CORE
2983,2983,2983,0401EE17,4,EE203,6,BC,CORE
2984,2984,2984,0401EE17,4,EE204,3,AA,CORE
2985,2985,2985,0401EE17,4,EE230,8,BB,CORE
2986,2986,2986,0401EE17,4,EE280,6,BC,CORE
2987,2987,2987,0401EE17,4,EE281,3,BB,CORE
2988,2988,2988,0401EE17,4,HS211,6,AB,HS ELECTIVE
2989,2989,2989,0401EE17,4,MA214,6,CD,Elective-Sc.
2990,2990,2990,0401EE17,4,MA225,8,BC,CORE
2991,2991,2991,0401EE17,5,EE310,6,BC,CORE
2992,2992,2992,0401EE17,5,EE311,3,BB,CORE
2993,2993,2993,0401EE17,5,EE320,6,BC,CORE
2994,2994,2994,0401EE17,5,EE331,3,AB,CORE
2995,2995,2995,0401EE17,5,EE350,6,BB,CORE
2996,2996,2996,0401EE17,5,EE370,6,BB,CORE
2997,2997,2997,0401EE17,5,EE371,3,AA,CORE
2998,2998,2998,0401EE17,5,EE380,6,BC,CORE
2999,2999,2999,0401EE17,6,EE304,4,AB,CORE
3000,3000,3000,0401EE17,6,EE321,3,AB,CORE
3001,3001,3001,0401EE17,6,EE322,6,CC,CORE
3002,3002,3002,0401EE17,6,EE340,6,CC,CORE
3003,3003,3003,0401EE17,6,EE351,6,CD,CORE
3004,3004,3004,0401EE17,6,EE360,6,BC,CORE
3005,3005,3005,0401EE17,6,EE361,3,CC,CORE
3006,3006,3006,0401EE17,6,HS331,6,BC,HS Elective
3007,3007,3007,0401EE17,7,EE400,2,BB,CORE
3008,3008,3008,0401EE17,7,EE430,6,BC,DEPARTMENTAL ELECTIVE - I
3009,3009,3009,0401EE17,7,EE480,6,BC,CORE
3010,3010,3010,0401EE17,7,EE481,6,BC,CORE
3011,3011,3011,0401EE17,7,EE482,3,BB,CORE
3012,3012,3012,0401EE17,7,EE490,6,BC,DEPARTMENTAL ELECTIVE - II
3013,3013,3013,0401EE17,7,EE498,10,AB,CORE
3014,3014,3014,0401EE17,7,PH402,6,BC,OPEN ELECTIVE - I
3015,3015,3015,0401EE17,8,EE483,6,BC,Departmental Elective - III
3016,3016,3016,0401EE17,8,EE491,6,BB,Departmental Elective - IV
3017,3017,3017,0401EE17,8,EE499,14,AA,CORE
3018,3018,3018,0401EE17,8,HS441,6,BC,HSS Elective
